grid_index,y,x
1746,48.8306879,2.3142954
1747,48.8311355,2.3171503
1748,48.8310473,2.3174929
1749,48.8313378,2.3198354
1750,48.8312189,2.3214525
1751,48.8309992,2.3239845
1753,48.8306847,2.3270431
1754,48.8307875,2.3294427
1755,48.8306706,2.3313255
1756,48.8307241,2.3336052
1758,48.8308933,2.3367227
1762,48.8311038,2.3442585
1763,48.8306297,2.345941
1764,48.8309873,2.3481524
1766,48.8306421,2.3526433
1767,48.8309342,2.3545311
1768,48.8308507,2.3562364
1772,48.8312351,2.3638752
1773,48.8305397,2.3660044
1774,48.8310663,2.3681904
1775,48.8311558,2.3691837
1777,48.8310482,2.3743874
1779,48.8310681,2.377543
1780,48.8310625,2.3798378
1781,48.8311179,2.381167
1784,48.8307916,2.3866429
1791,48.8307588,2.3993519
1827,48.8314808,2.2776601
1828,48.8319256,2.2806672
1829,48.8316204,2.2815563
1834,48.831449,2.2920306
1835,48.8321075,2.293388
1836,48.8317184,2.296276
1837,48.8315088,2.2968731
1840,48.8321268,2.3029798
1841,48.8318166,2.3052434
1842,48.8319841,2.3074216
1843,48.8314307,2.3093016
1844,48.8320976,2.3104588
1845,48.8319688,2.3135538
1846,48.8318162,2.3141451
1848,48.8317688,2.3178741
1849,48.8318526,2.3201725
1850,48.8317638,2.3219766
1851,48.8317295,2.3239267
1852,48.8314758,2.3254156
1853,48.832025,2.3274337
1854,48.8313718,2.3299492
1856,48.8320171,2.3343318
1857,48.8317885,2.3351811
1858,48.8314285,2.338048
1859,48.8320621,2.3395597
1860,48.8319484,2.3411538
1862,48.8316883,2.3443707
1863,48.8315778,2.3477007
1865,48.8320676,2.3499045
1866,48.8316654,2.3527505
1867,48.8317685,2.3544011
1868,48.8318007,2.3567167
1869,48.8318213,2.3582931
1870,48.8319952,2.3599732
1872,48.8315837,2.3636711
1873,48.8320827,2.3652678
1874,48.8317593,2.3682701
1875,48.8315726,2.3697528
1877,48.8317197,2.3729131
1878,48.8313818,2.3757348
1879,48.8318033,2.3766261
1880,48.8318615,2.3790924
1881,48.8314396,2.380761
1883,48.8317093,2.3847978
1885,48.8321596,2.3885816
1890,48.8317176,2.3979421
1893,48.8320819,2.4035609
1927,48.832751,2.2787424
1928,48.8324374,2.2803014
1932,48.8326932,2.2883604
1933,48.8324322,2.2889752
1934,48.8329198,2.2922783
1935,48.8329947,2.2942277
1936,48.8326812,2.2959852
1937,48.8325305,2.2976153
1939,48.8326325,2.3010023
1941,48.832922,2.3045142
1942,48.8327732,2.307068
1944,48.8327368,2.3115395
1945,48.8322287,2.3128614
1946,48.8326702,2.3144866
1947,48.8329513,2.3162465
1948,48.8323167,2.319102
1949,48.8324437,2.3205525
1950,48.8326319,2.3227086
1951,48.8326864,2.3249093
1952,48.8326214,2.3251053
1953,48.8328919,2.3281353
1957,48.833051,2.3359939
1960,48.8330726,2.3412677
1963,48.8326622,2.346771
1965,48.8329929,2.3513636
1966,48.8322237,2.3529063
1967,48.8328495,2.3546065
1968,48.8328074,2.3564892
1969,48.8325125,2.3588028
1971,48.832687,2.3620399
1972,48.8323844,2.364868
1974,48.8326046,2.3684351
1975,48.8327487,2.3697869
1976,48.8326354,2.3709935
1978,48.8327329,2.3747816
1980,48.8329781,2.3787715
