grid_index,y,x
2161,51.377825,-0.0014518
2162,51.3773434,0.0048772
2163,51.3777478,0.0128552
2164,51.3776655,0.0212619
2166,51.3757261,0.0420886
2167,51.3767492,0.0467813
2168,51.3757301,0.0532348
2169,51.3766852,0.0655712
2170,51.3766369,0.0720804
2171,51.377075,0.0786696
2172,51.3759117,0.0880581
2173,51.3765857,0.0968808
2174,51.3776031,0.1050436
2175,51.3774587,0.1133551
2176,51.3769818,0.1205574
2224,51.3801716,-0.3078438
2225,51.3816776,-0.2994785
2226,51.380675,-0.2910069
2227,51.3814436,-0.2833689
2228,51.3808332,-0.2745191
2229,51.3819169,-0.2695188
2230,51.380619,-0.2588162
2231,51.3804848,-0.2495551
2232,51.3813703,-0.2425008
2233,51.3807084,-0.2345666
2234,51.3806451,-0.2255555
2235,51.380601,-0.2175243
2236,51.3804875,-0.2086661
2237,51.3800963,-0.2010581
2238,51.3800985,-0.191757
2239,51.3803771,-0.1824071
2240,51.3812871,-0.1759147
2241,51.3806636,-0.1678966
2242,51.3805852,-0.1597784
2243,51.3804178,-0.1539411
2245,51.3821943,-0.1361636
2246,51.3802715,-0.1257407
2247,51.3808781,-0.1185867
2248,51.380531,-0.1097471
2249,51.3810371,-0.1017042
2250,51.3808655,-0.0934338
2251,51.3805849,-0.0858153
2252,51.3808958,-0.0765711
2253,51.3817724,-0.0698
2254,51.3811329,-0.059543
2255,51.3809013,-0.052084
2256,51.3806722,-0.0434412
2257,51.3800097,-0.0376085
2258,51.3812819,-0.0272846
2259,51.3806878,-0.0178047
2260,51.3805238,-0.0111574
2261,51.3792579,0.0011084
2262,51.3810164,0.0060204
2263,51.3804752,0.0137011
2264,51.3794477,0.0201469
2266,51.3822047,0.0404841
2267,51.3806518,0.0448635
2268,51.3820085,0.0549628
2269,51.38261,0.0670841
2270,51.3823497,0.0683991
2271,51.3804626,0.0795909
2272,51.381313,0.0879387
2273,51.3805462,0.0961628
2274,51.3808905,0.1042333
2275,51.38062,0.1127126
2276,51.3813048,0.1200701
2277,51.3805007,0.1284883
2324,51.3853068,-0.3091263
2325,51.3840221,-0.3003317
2326,51.3851776,-0.2925449
2327,51.3842499,-0.2835117
2328,51.38528,-0.2741554
2329,51.3840728,-0.2654185
2330,51.3844687,-0.2596152
2331,51.3848637,-0.250242
2332,51.3856406,-0.2426473
2333,51.3837029,-0.23431
2334,51.3847531,-0.2253244
2335,51.3855269,-0.2188204
2336,51.3851696,-0.2097367
2337,51.3846089,-0.2008435
2338,51.3858949,-0.1915911
2339,51.3845915,-0.183968
2340,51.3854966,-0.1759213
2341,51.3848436,-0.1675801
2342,51.3849996,-0.1600391
2344,51.3860085,-0.1399412
2345,51.3851831,-0.1335478
2346,51.3847936,-0.1261868
2347,51.38556,-0.1178177
2348,51.3849636,-0.1097313
2349,51.3849234,-0.1019302
2350,51.3847262,-0.094104
2351,51.3842709,-0.0854525
2352,51.3847093,-0.0771462
2353,51.3851665,-0.0687598
2354,51.3852472,-0.0604831
2355,51.3854666,-0.0517324
2356,51.3850223,-0.0440309
2357,51.3849898,-0.0392612
2358,51.3863172,-0.0242939
2359,51.382971,-0.019124
2361,51.385214,-0.0041327
2362,51.3840806,0.0071121
2363,51.3848433,0.0139975
2366,51.3849461,0.0394982
2367,51.3846588,0.046243
2368,51.3854328,0.0553552
2369,51.38501,0.0638975
2370,51.3847499,0.0716566
2371,51.384219,0.0795995
2372,51.3849635,0.0885303
2373,51.3833402,0.0959797
2374,51.3848676,0.104286
2375,51.3847301,0.1133061
2376,51.3849844,0.1183694
2377,51.3867434,0.1315784
2423,51.3895268,-0.3131215
2424,51.3883797,-0.3076773
2425,51.3885223,-0.2990898
2426,51.3883882,-0.2921318
2427,51.3891375,-0.2827899
2428,51.3881175,-0.2753764
2429,51.3892766,-0.2658136
2430,51.3891964,-0.2583235
2431,51.3887067,-0.250182
2432,51.3889338,-0.2436585
2433,51.3870048,-0.235779
2434,51.3889699,-0.2249398
2435,51.3887815,-0.2170798
2436,51.3886901,-0.2101267
2437,51.3888423,-0.2003495
2438,51.3888701,-0.1925717
2439,51.3887927,-0.1837923
2440,51.3889822,-0.1747596
2441,51.3884697,-0.1652944
2442,51.3889097,-0.1587779
2444,51.3884435,-0.1436716
2445,51.3902591,-0.1327293
2446,51.3887259,-0.1261587
2447,51.3886988,-0.1184356
2448,51.3885908,-0.1115524
2449,51.3879295,-0.1017227
2450,51.3886496,-0.092858
2451,51.3880015,-0.0872962
2452,51.3883685,-0.0767042
2453,51.3887728,-0.0686508
2454,51.3887661,-0.0605524
2455,51.38875,-0.0523075
2456,51.3884439,-0.0438611
2457,51.3884938,-0.0374692
2458,51.3894536,-0.0284378
2459,51.3878302,-0.0179765
2460,51.3889886,-0.0107833
2461,51.3892153,6.72e-05
2462,51.3886064,0.0059805
2463,51.3891038,0.0132322
2465,51.3901762,0.0330215
2466,51.3888441,0.0376651
2467,51.3889239,0.0453825
2468,51.3895625,0.0546636
2469,51.3885855,0.0643342
2470,51.3891593,0.0725407
2471,51.388422,0.0793985
2472,51.3887806,0.0869088
2473,51.3878126,0.0962966
2474,51.3886241,0.1036323
2475,51.388831,0.1139349
2476,51.388267,0.1210459
2477,51.3878114,0.1270627
2523,51.3920363,-0.3144085
2524,51.3928179,-0.3077281
2525,51.3925496,-0.3001429
2526,51.3925834,-0.2917559
2527,51.3931276,-0.2836766
2528,51.3928737,-0.2750687
2529,51.3931591,-0.2656361
2530,51.3930335,-0.2591535
2531,51.392972,-0.2497391
2532,51.3929668,-0.240851
2533,51.3937989,-0.2350756
2534,51.3921763,-0.2246416
2535,51.3931034,-0.2166536
2537,51.3926499,-0.200859
2538,51.3922742,-0.191927
2539,51.39245,-0.1844976
2540,51.3923209,-0.176358
2541,51.3942162,-0.1677696
2542,51.3929474,-0.158823
2544,51.3941713,-0.1459883
2545,51.3910308,-0.1346298
2546,51.3917315,-0.1232367
2547,51.3933221,-0.1176248
2548,51.3924482,-0.1096084
2549,51.3925592,-0.1031357
2550,51.3927832,-0.0938991
2551,51.3935388,-0.0869745
2552,51.3928701,-0.0763987
2553,51.3930613,-0.0689293
2554,51.3921593,-0.06195
2555,51.3926115,-0.0520684
2556,51.3930294,-0.044003
2557,51.392664,-0.0357227
2558,51.3923739,-0.02748
2559,51.3926158,-0.0216646
2560,51.3926474,-0.0109213
2561,51.3932219,-0.0024006
2562,51.3924548,0.0057789
2563,51.3921809,0.0131718
2564,51.3933942,0.0201352
2565,51.3927792,0.030754
2566,51.3924669,0.0381297
2567,51.3923775,0.0467646
2568,51.3936392,0.0545302
2569,51.3907358,0.0665926
2570,51.3933333,0.0717081
2571,51.3927328,0.0797558
2572,51.3923586,0.0877155
2573,51.3925351,0.0963051
2574,51.3925919,0.1051771
2575,51.392596,0.1112458
2576,51.3926773,0.120815
2577,51.3939159,0.1282393
2623,51.3951356,-0.312802
2624,51.3958108,-0.3067643
2625,51.3964631,-0.300534
2626,51.3963788,-0.2905427
2627,51.3969842,-0.2828955
2628,51.397496,-0.2732476
2629,51.3970093,-0.267102
2630,51.3962274,-0.2578933
2631,51.39614,-0.2499922
2632,51.3968547,-0.240758
2633,51.3974703,-0.2317886
2634,51.3968046,-0.2277905
2635,51.3972299,-0.2179409
2636,51.3980297,-0.2079368
2637,51.3963274,-0.2004044
2638,51.3964616,-0.192843
2639,51.3967064,-0.1845408
2640,51.396783,-0.1760492
2641,51.3958542,-0.1670846
2642,51.3958414,-0.1595448
2644,51.3976341,-0.1424223
2645,51.3964684,-0.1338756
2646,51.3958252,-0.1272241
2647,51.3959087,-0.1188865
2648,51.3959034,-0.1102581
2649,51.3969865,-0.101608
2650,51.3964831,-0.0944613
2651,51.3961933,-0.0856231
2652,51.3965625,-0.0765165
2653,51.396769,-0.0682429
2654,51.3964662,-0.0630605
2655,51.3953084,-0.0514767
2656,51.3963738,-0.0441382
2657,51.3970978,-0.0349361
2658,51.3966813,-0.0287645
2659,51.3964148,-0.0193848
2660,51.3959435,-0.0106236
2661,51.3968871,-0.0018498
2662,51.3962563,0.0050937
2663,51.3960967,0.0144949
2664,51.3969211,0.0215775
2665,51.3971218,0.0294617
2666,51.396047,0.0392053
2667,51.3963011,0.0466772
2668,51.3966912,0.0552115
2669,51.3966974,0.0626456
2670,51.3961449,0.0701439
2671,51.3951669,0.0769237
2672,51.3961727,0.0871045
2673,51.3968341,0.0961961
2674,51.3965421,0.1038062
2675,51.3963396,0.1123652
2676,51.396703,0.1207524
2679,51.3968426,0.1435097
2724,51.4008389,-0.3082781
2725,51.4006667,-0.2989704
2726,51.400178,-0.2913388
2727,51.40011,-0.2843216
2728,51.4005321,-0.2752188
2729,51.4003112,-0.2672968
2730,51.4009279,-0.258257
2731,51.4010067,-0.2498106
2732,51.4011189,-0.2419671
2733,51.4001159,-0.2330365
2734,51.4002267,-0.2257714
2735,51.3996332,-0.2168927
2736,51.400168,-0.2093487
2737,51.4007372,-0.2003706
2738,51.4005678,-0.1919432
2739,51.3995179,-0.1824786
2740,51.4009971,-0.1748781
2741,51.4010597,-0.1685157
2742,51.4010134,-0.1603628
2743,51.4008727,-0.1510108
2744,51.3997967,-0.1435968
2745,51.400633,-0.1348142
2746,51.4002433,-0.1270059
2747,51.4009053,-0.118062
2748,51.4010335,-0.1091791
2749,51.4002059,-0.1020263
2750,51.4003558,-0.0937332
2751,51.400827,-0.0847553
2752,51.4008147,-0.0768083
2753,51.400762,-0.0684689
2754,51.3999262,-0.0619431
2755,51.4005844,-0.0518791
2756,51.4000975,-0.0453531
2757,51.4001374,-0.0343956
2758,51.4005005,-0.0254267
2759,51.4002254,-0.0182565
2760,51.4004062,-0.0108143
2761,51.4006234,-0.002657
2762,51.4002496,0.0055699
2763,51.4011363,0.0136633
2764,51.4007263,0.0237652
2765,51.4006068,0.0283579
2766,51.4008511,0.0388407
2767,51.4007395,0.0452483
2768,51.4002462,0.055864
2769,51.4017309,0.0629878
2770,51.4012404,0.0705917
