u,v,highway,length,speed_limit,time
2294186331,7104887237,secondary,16.928,40,0.4232
2294186338,8001025090,secondary,45.034,40,1.12585
2294186340,2294186338,secondary,7.727,40,0.193175
2294186346,2294186340,secondary,26.038,40,0.65095
2294186346,9548367984,secondary,67.131,40,1.678275
2295094011,1832053168,tertiary,39.984,30,1.3328
2295094015,2295094011,tertiary,16.411,30,0.547033333
2295094015,2295094022,residential,23.368,20,1.1684
2295094020,2295094022,tertiary,17.112,30,0.5704
2295094020,2295094011,residential,22.857,20,1.14285
2295094022,1832053171,tertiary,63.192,30,2.1064
2295094023,1381948418,tertiary,20.509,30,0.683633333
2295094023,2295094028,residential,25.571,20,1.27855
2295094028,309028541,tertiary,64.004,30,2.133466667
2295094030,1641251254,tertiary,14.144,30,0.471466667
2295094030,2295094035,residential,22.827,20,1.14135
2295094032,2295094037,residential,24.634,20,1.2317
2295094032,309028504,tertiary,65.962,30,2.198733333
2295094034,2295094032,tertiary,15.012,30,0.5004
2295094035,298921090,tertiary,36.733,30,1.224433333
2295094037,2295094041,tertiary,13.888,30,0.462933333
2295094039,2295094035,tertiary,14.228,30,0.474266667
2295094039,1641251254,residential,22.735,20,1.13675
2295094041,309028512,tertiary,37.617,30,1.2539
2295094041,2295094034,residential,24.496,20,1.2248
2295094050,298573944,secondary,69.462,40,1.73655
2295094050,303202177,unclassified,11.38,20,0.569
2295094053,672066098,secondary,10.056,40,0.2514
2295094053,706162855,secondary_link,16.351,30,0.545033333
2295094056,297384976,secondary,23.598,40,0.58995
2295094056,248681277,secondary,96.631,40,2.415775
2295163842,1399391815,tertiary,7.943,30,0.264766667
2295163842,297136282,tertiary,13.212,30,0.4404
2295163842,302011248,residential,199.278,20,9.9639
2296523797,32641632,secondary,14.653,40,0.366325
2296569912,917713870,residential,70.643,20,3.53215
2296569912,1172959490,residential,25.747,20,1.28735
2296569912,300103299,residential,73.748,20,3.6874
2296576123,247169217,residential,94.239,20,4.71195
2296576123,2296576124,residential,28.522,20,1.4261
2296576124,2296576123,residential,28.522,20,1.4261
2296576124,247168026,residential,91.078,20,4.5539
2296768139,2297113925,residential,285.013,20,14.25065
2297113825,2297113826,residential,23.103,20,1.15515
2297113825,2297113826,residential,88.466,20,4.4233
2297113825,2297113838,residential,80.647,20,4.03235
2297113826,2297113827,residential,52.635,20,2.63175
2297113826,2297113825,residential,23.103,20,1.15515
2297113826,2297113825,residential,88.466,20,4.4233
2297113827,2297113826,residential,52.635,20,2.63175
2297113827,2297113853,residential,53.777,20,2.68885
2297113838,2297113825,residential,80.647,20,4.03235
2297113838,2297113850,residential,21.247,20,1.06235
2297113843,247856748,primary,90.324,50,1.80648
2297113850,2297113843,residential,44.708,20,2.2354
2297113851,2297113853,residential,40.273,20,2.01365
2297113853,2297113851,residential,40.273,20,2.01365
2297113853,2297113827,residential,77.664,20,3.8832
2297113855,2297113850,residential,23.365,20,1.16825
2297113855,2297113838,residential,26.996,20,1.3498
2297113869,298307617,secondary,10.688,40,0.2672
2297113869,298307645,secondary,57.404,40,1.4351
2297113890,914051045,residential,139.512,20,6.9756
2297113890,298308139,residential,110.204,20,5.5102
2297113916,298308049,residential,32.321,20,1.61605
2297113925,2296768139,residential,285.013,20,14.25065
2297113925,298309037,residential,242.55,20,12.1275
2297113925,298309212,residential,187.094,20,9.3547
2297170704,298308014,residential,51.685,20,2.58425
2297170704,298307720,residential,46.845,20,2.34225
2297502973,257713962,residential,133.368,20,6.6684
2297502973,729632947,residential,73.877,20,3.69385
2297599632,247879453,residential,330.697,20,16.53485
2297599639,2297599643,residential,62.947,20,3.14735
2297599639,248510623,residential,18.742,20,0.9371
2297599642,248510623,residential,63.458,20,3.1729
2297599642,2297599643,residential,18.738,20,0.9369
2297599643,2297599642,residential,18.738,20,0.9369
2297599643,2297599642,residential,59.662,20,2.9831
2297599672,1497270844,residential,7.745,20,0.38725
2297599672,1497270846,residential,24.498,20,1.2249
2297599674,1497270844,residential,5.555,20,0.27775
2297599674,297139434,residential,77.676,20,3.8838
2297613697,1184204779,residential,120.903,20,6.04515
2297613715,248512312,residential,156.471,20,7.82355
2297643533,2297643534,unclassified,13.996,20,0.6998
2297643533,298033597,tertiary,57.265,30,1.908833333
2297643534,2297643533,unclassified,13.996,20,0.6998
2297643534,298033266,tertiary,125.867,30,4.195566667
2298342767,1149338767,tertiary,8.41,30,0.280333333
2306836384,297829469,unclassified,102.387,20,5.11935
2310229904,2310229911,residential,77.364,20,3.8682
2310229908,315017023,residential,74.814,20,3.7407
2310229911,315017023,residential,121.048,20,6.0524
2310229911,2310229904,residential,77.364,20,3.8682
2310920466,224258125,primary,6.563,50,0.13126
2310920466,224364660,residential,137.928,20,6.8964
2311223317,307549725,tertiary,301.594,30,10.05313333
2311223317,10207827927,tertiary,22.99,30,0.766333333
2311545314,783921315,secondary,7.955,40,0.198875
2311545315,2311545314,residential,23.421,20,1.17105
2311545315,2311545319,secondary,131.467,40,3.286675
2311545318,2311545319,unclassified,15.602,20,0.7801
2311545318,2311545314,secondary,148.436,40,3.7109
2311545319,2311545318,unclassified,15.602,20,0.7801
2311545319,6388590200,secondary,78.064,40,1.9516
2311616083,3474214996,residential,155.449,20,7.77245
2311616083,2311616090,residential,23.118,20,1.1559
2311616090,262559944,primary,16.388,50,0.32776
2311616090,330002569,primary,63.825,50,1.2765
2311628075,4755914983,residential,24.144,20,1.2072
2311628076,309773489,residential,11.354,20,0.5677
2311628076,309783973,residential,150.202,20,7.5101
2311628076,2311628077,residential,78.164,20,3.9082
2311628077,1217461082,residential,10.379,20,0.51895
2311628077,1217461007,residential,205.725,20,10.28625
2311628077,2311628076,residential,78.164,20,3.9082
2311628077,2311628079,residential,79.306,20,3.9653
2311628079,1217461075,residential,10.016,20,0.5008
2311628079,1217461098,residential,247.871,20,12.39355
2311628079,2311628080,residential,82.067,20,4.10335
2311628079,2311628077,residential,79.306,20,3.9653
2311628080,1217461035,residential,10.567,20,0.52835
2311628080,2311628081,residential,83.164,20,4.1582
2311628080,2311628079,residential,82.067,20,4.10335
2311628080,309785064,residential,287.54,20,14.377
2311628081,309773036,residential,10.745,20,0.53725
2311628081,2311628082,residential,8.159,20,0.40795
2311628081,2311628080,residential,83.164,20,4.1582
2311628082,309975714,residential,44.109,20,2.20545
2311628082,2311628081,residential,8.159,20,0.40795
2312074608,248678326,secondary,12.138,40,0.30345
2312074608,297384976,tertiary,11.844,30,0.3948
2312124650,261648717,tertiary,38.106,30,1.2702
2312124650,256171270,tertiary,45.083,30,1.502766667
2312124652,246162247,secondary,75.058,40,1.87645
2312810326,246139719,secondary,14.737,40,0.368425
2312810326,255250999,residential,71.118,20,3.5559
2315316891,10610748331,tertiary,36.579,30,1.2193
2315316891,32630957,tertiary,135.712,30,4.523733333
2315542099,247879913,residential,26.327,20,1.31635
2315542099,247879470,residential,341.844,20,17.0922
2316896959,295228432,residential,104.697,20,5.23485
2316896959,2316896959,residential,35.427,20,1.77135
2318101398,738907892,tertiary,46.444,30,1.548133333
2318101398,2318101400,tertiary,23.703,30,0.7901
2318101398,2318101401,tertiary,14.678,30,0.489266667
2318101400,2318101401,tertiary,18.401,30,0.613366667
2318101400,916791481,tertiary,55.055,30,1.835166667
2318101400,2318101407,tertiary,26.496,30,0.8832
2318101401,2318101400,tertiary,18.401,30,0.613366667
2318101401,2318101398,tertiary,14.678,30,0.489266667
2318101401,2318101407,tertiary,17.49,30,0.583
2318101407,2318101401,tertiary,17.49,30,0.583
2318101407,916791561,tertiary,190.133,30,6.337766667
2318178755,2013016789,residential,69.905,20,3.49525
2318178776,322264723,residential,43.662,20,2.1831
2318178776,2318178777,residential,41.112,20,2.0556
2318178777,2318178776,residential,41.112,20,2.0556
2318178793,322267561,residential,71.688,20,3.5844
2318883508,2318883508,residential,123.956,20,6.1978
2318883508,2318883508,residential,123.956,20,6.1978
2318883508,248514686,residential,229.734,20,11.4867
2319059596,301034371,residential,181.568,20,9.0784
2319059596,298559798,residential,14.378,20,0.7189
2319072806,1212541563,secondary,19.711,40,0.492775
2319072806,220869225,secondary,34.994,40,0.87485
2319074888,2319074895,residential,44.451,20,2.22255
2319074888,2319074895,residential,44.271,20,2.21355
2319074895,417979568,residential,103.158,20,5.1579
2319436251,2015690077,tertiary,75.902,30,2.530066667
2319436251,2319436264,tertiary,44.138,30,1.471266667
2319436253,2319436268,tertiary,107.166,30,3.5722
2319436253,2077385884,tertiary,31.16,30,1.038666667
2319436258,2319436251,tertiary,63.151,30,2.105033333
2319436264,2319436286,tertiary,48.84,30,1.628
2319436264,3068302198,tertiary_link,365.558,30,12.18526667
2319436268,2319436258,tertiary_link,88.327,30,2.944233333
2319436272,1361341601,tertiary,23.011,30,0.767033333
2319436272,1361341614,residential,32.012,20,1.6006
2319436284,2319436272,tertiary_link,186.189,30,6.2063
2319436284,2319436258,tertiary,45.245,30,1.508166667
2319436286,5598178345,tertiary,16.206,30,0.5402
2319436292,260016788,tertiary,65.716,30,2.190533333
2319436292,2319436284,tertiary,32.082,30,1.0694
2319668155,251875519,primary,40.537,50,0.81074
2319668155,251875463,secondary,27.505,40,0.687625
2319668164,307880548,primary,50.482,50,1.00964
2319668164,251875625,secondary_link,24.491,30,0.816366667
2320452133,2320452208,residential,29.572,20,1.4786
2320452208,2320452297,residential,31.957,20,1.59785
2320452208,2320452290,residential,49.094,20,2.4547
2320452208,2320452133,residential,29.572,20,1.4786
2320452290,2320452208,residential,49.094,20,2.4547
2320452297,2046281846,residential,66.019,20,3.30095
2320452297,259444871,residential,106.091,20,5.30455
2320452297,2320452208,residential,31.957,20,1.59785
2320714659,248527778,residential,10.713,20,0.53565
2320714659,1953751558,residential,189.387,20,9.46935
2320830241,295525871,residential,8.218,20,0.4109
2320830244,1568429021,residential,13.092,20,0.6546
2320830244,1568429017,residential,46.571,20,2.32855
2320830257,295525227,tertiary,8.962,30,0.298733333
2320830268,2320830284,residential,33.189,20,1.65945
2320830284,248528952,primary,4.376,50,0.08752
2320830284,2320830268,residential,33.189,20,1.65945
2320840996,295224920,primary,21.09,50,0.4218
2320840996,401493445,residential,27.179,20,1.35895
2320927190,310945216,residential,204.487,20,10.22435
2320927205,248510835,residential,156.482,20,7.8241
2320927205,2320927205,residential,107.784,20,5.3892
2321073711,2321073719,residential,7.757,20,0.38785
2321073719,2321073725,residential,10.793,20,0.53965
2321073719,8724276674,residential,31.442,20,1.5721
2321073721,2321073711,residential,17.722,20,0.8861
2321073721,393955922,residential,100.976,20,5.0488
2321073725,2321073732,residential,7.048,20,0.3524
2321073725,393954617,residential,10.338,20,0.5169
2321073732,2321073740,residential,18.778,20,0.9389
2321073732,393954605,residential,122.972,20,6.1486
2321073734,2321073721,residential,3.977,20,0.19885
2321073736,2321073734,residential,11.857,20,0.59285
2321073736,9645773605,residential,33.823,20,1.69115
2321073740,2321073736,residential,1.311,20,0.06555
2321254406,313249315,residential,179.697,20,8.98485
2321254406,313249313,residential,99.989,20,4.99945
2321254459,2321254463,residential,115.887,20,5.79435
2321254463,313247518,residential,41.735,20,2.08675
2321254463,313247571,residential,14.384,20,0.7192
2321254463,2321254459,residential,115.887,20,5.79435
2321857962,305848610,residential,14.575,20,0.72875
2322074535,1179067027,tertiary,31.325,30,1.044166667
2322074535,8287567724,tertiary,43.115,30,1.437166667
2322074535,2420554501,residential,148.678,20,7.4339
2322149506,257752683,tertiary,20.846,30,0.694866667
2322149506,8284993959,secondary,18.033,40,0.450825
2322509067,262033748,primary,6.407,50,0.12814
2322509067,262033795,secondary,24.583,40,0.614575
2327059428,306303135,tertiary,173.394,30,5.7798
2327059428,306291211,tertiary,302.527,30,10.08423333
2327138220,2327963703,residential,27.557,20,1.37785
2327227995,270505402,tertiary,99.915,30,3.3305
2327227995,250723406,tertiary,37.94,30,1.264666667
2327227995,2327227997,residential,146.667,20,7.33335
2327227997,2327227995,residential,146.667,20,7.33335
2327910702,908096456,residential,108.375,20,5.41875
2327963701,2327963703,residential,33.822,20,1.6911
2327963703,2327138220,residential,27.557,20,1.37785
2327963703,295226451,residential,94.294,20,4.7147
2327963703,2327963701,residential,33.822,20,1.6911
2328077500,1578078715,primary,5.694,50,0.11388
2328077500,261850239,tertiary,230.127,30,7.6709
2328181474,301590029,unclassified,143.785,20,7.18925
2329090383,356707672,residential,5.38,20,0.269
2329090383,2329090384,residential,49.438,20,2.4719
2329090384,5714878657,tertiary,19.861,30,0.662033333
2330145183,246255453,residential,18.276,20,0.9138
2330145187,246255208,residential,99.091,20,4.95455
2330145187,9397940373,residential,116.714,20,5.8357
2330145187,1959073019,residential,161.123,20,8.05615
2333151112,6362428007,unclassified,18.904,20,0.9452
2333151112,6362427995,unclassified,106.186,20,5.3093
2333151112,6362427283,unclassified,154.246,20,7.7123
2333151115,867155975,residential,10.472,20,0.5236
2333151115,6362427248,residential,236.96,20,11.848
2333466121,262026081,residential,7.336,20,0.3668
2333466121,1172959391,residential,98.196,20,4.9098
2333974922,300125897,residential,9.529,20,0.47645
2333974922,303908534,residential,8.175,20,0.40875
2333974922,754442539,residential,93.303,20,4.66515
2334410041,302221836,residential,33.375,20,1.66875
2334518570,248837716,tertiary,26.87,30,0.895666667
2334518570,1179648101,residential,29.947,20,1.49735
2335201884,262115705,tertiary,144.411,30,4.8137
2335201884,306049033,tertiary,103.208,30,3.440266667
2335201884,4297745359,residential,250.632,20,12.5316
2336978218,2336978230,residential,39.947,20,1.99735
2336978218,2336978228,residential,20.273,20,1.01365
2336978228,2336978218,residential,209.147,20,10.45735
2336978230,2336978228,residential,37.636,20,1.8818
2336978230,302338186,residential,168.124,20,8.4062
2338108075,2338108076,residential,47.131,20,2.35655
2338108076,2338108075,residential,47.131,20,2.35655
2338108076,279783481,residential,57.328,20,2.8664
2338122238,302209926,primary,165.882,50,3.31764
2338122239,1340399451,primary,34.48,50,0.6896
2338122239,2338122238,residential,22.583,20,1.12915
2338148919,1417654515,residential,190.742,20,9.5371
2338400986,305869205,residential,77.104,20,3.8552
2339060378,1770970735,residential,44.611,20,2.23055
2339060386,1770970735,residential,139.909,20,6.99545
2339060386,7142782442,secondary,25.875,40,0.646875
2339060392,298312637,residential,250.203,20,12.51015
2339060392,298312649,residential,272.103,20,13.60515
2339078922,247840886,tertiary,46.591,30,1.553033333
2339078925,2339078922,residential,21.104,20,1.0552
2339078925,2339078936,residential,83.532,20,4.1766
2339078928,2339078922,tertiary,83.743,30,2.791433333
2339078936,2339078928,residential,20.909,20,1.04545
2339078936,2339078944,residential,99.835,20,4.99175
2339078941,2339078928,tertiary,100.003,30,3.333433333
2339078944,1607072508,residential,21.181,20,1.05905
2339078944,2339078941,residential,21.519,20,1.07595
2339279495,1777545389,residential,39.882,20,1.9941
2339279495,6699154706,residential,109.806,20,5.4903
2341272293,247165825,tertiary,24.86,30,0.828666667
2341329146,1617125383,residential,331.563,20,16.57815
2342843022,259231952,residential,130.74,20,6.537
2342843022,259226523,tertiary,89.461,30,2.982033333
2344222680,617871089,unclassified,12.067,20,0.60335
2344222680,1422879499,primary,53.912,50,1.07824
2344222681,1156356443,secondary,14.497,40,0.362425
2344222681,38363536,secondary,9.338,40,0.23345
2344222699,264896614,residential,31.061,20,1.55305
2344222699,497353752,residential,27.944,20,1.3972
2344222946,2344222949,residential,66.614,20,3.3307
2344222947,2344222949,residential,88.356,20,4.4178
2344222949,2344222946,residential,66.614,20,3.3307
2344222949,310723828,residential,17.026,20,0.8513
2344222949,2344222947,residential,88.356,20,4.4178
2344445217,297825444,residential,251.826,20,12.5913
2344445217,297156101,residential,38,20,1.9
2344473890,245809294,motorway,2603.482,80,32.543525
2345306255,354718573,residential,7.231,20,0.36155
2345306255,2345306256,residential,59.47,20,2.9735
2345306255,2180626235,residential,214.783,20,10.73915
2345306256,2345306255,residential,59.47,20,2.9735
2345937040,297106758,primary,18.851,50,0.37702
2345937040,832424658,residential,17.279,20,0.86395
2346723419,251013324,secondary,953.6,40,23.84
2346723437,2346723438,unclassified,10.17,20,0.5085
2346723437,338065567,residential,61.685,20,3.08425
2346723437,1805253068,residential,117.847,20,5.89235
2346723438,2346723437,unclassified,10.17,20,0.5085
2346723438,338065567,residential,21.557,20,1.07785
2346730305,2346730307,unclassified,39.666,20,1.9833
2346730305,304996730,residential,38.898,20,1.9449
2346730305,299774343,residential,242.976,20,12.1488
2346730307,2346730305,unclassified,39.666,20,1.9833
2346756810,302150089,residential,65.91,20,3.2955
2348526677,2348526694,unclassified,93.869,20,4.69345
2348526687,2348526689,residential,25.399,20,1.26995
2348526687,310724636,residential,21.873,20,1.09365
2348526689,310724636,tertiary,18.257,30,0.608566667
2348526689,310724128,tertiary,82.157,30,2.738566667
2348526694,2348526705,unclassified,17.108,20,0.8554
2348526694,2348526677,unclassified,93.869,20,4.69345
2348526705,2348526723,unclassified,41.163,20,2.05815
2348526705,2348526711,unclassified,15.089,20,0.75445
2348526711,2348526694,unclassified,17.075,20,0.85375
2348526711,2348526732,unclassified,107.27,20,5.3635
2348526723,297116380,residential,32.06,20,1.603
2348526723,297114087,residential,97.954,20,4.8977
2348526723,2348526705,unclassified,41.163,20,2.05815
2348526732,2348526711,unclassified,107.27,20,5.3635
2348528540,3336331694,tertiary,14.54,30,0.484666667
2348528540,310946144,tertiary,94.312,30,3.143733333
2350915585,921200070,residential,119.755,20,5.98775
2350915596,2350915600,residential,13.959,20,0.69795
2350915596,2350915585,residential,176.819,20,8.84095
2350915600,2350915585,residential,173.345,20,8.66725
2350915605,303530498,residential,214.873,20,10.74365
2350915605,303521992,residential,32.528,20,1.6264
2350915605,2350915600,residential,96.339,20,4.81695
2350977580,303519658,residential,184.556,20,9.2278
2350977582,303519836,residential,47.139,20,2.35695
2350977582,303522777,residential,16.172,20,0.8086
2350977582,303522832,residential,175.19,20,8.7595
2351696639,298037793,residential,17.555,20,0.87775
2351696639,298037793,residential,50.323,20,2.51615
2351696639,298037792,residential,98.035,20,4.90175
2351696748,1792610151,residential,30.403,20,1.52015
2352764996,5169602394,residential,14.964,20,0.7482
2352764996,299846960,residential,89.087,20,4.45435
2352764999,2352764996,residential,17.966,20,0.8983
2352764999,299846774,residential,155.851,20,7.79255
2353245286,1213228554,residential,27.373,20,1.36865
2353245286,2353245289,unclassified,6.773,20,0.33865
2353245289,2353245286,unclassified,6.773,20,0.33865
2353245289,1213228518,residential,59.388,20,2.9694
2353245299,302970661,secondary,26.099,40,0.652475
2353245299,2353245304,residential,11.468,20,0.5734
2353245304,302971459,secondary,161.57,40,4.03925
2353245308,6377292712,residential,80.901,20,4.04505
2353245308,302968422,secondary,137.419,40,3.435475
2353245350,2353245352,unclassified,8.878,20,0.4439
2353245350,2353286450,residential,36.54,20,1.827
2353245352,2353245350,unclassified,8.878,20,0.4439
2353245352,302971211,residential,79.317,20,3.96585
2353245459,2353245465,residential,6.378,20,0.3189
2353245459,302972443,residential,136.642,20,6.8321
2353245463,2353245459,residential,15.224,20,0.7612
2353245463,2353245475,residential,6.435,20,0.32175
2353245465,2353245475,residential,15.229,20,0.76145
2353245465,2353245459,residential,6.378,20,0.3189
2353245475,2353245463,residential,6.435,20,0.32175
2353245475,1088146076,residential,73.726,20,3.6863
2353275960,1213228328,secondary,186.632,40,4.6658
2353275970,2353275972,unclassified,26.371,20,1.31855
2353275970,2353275960,unclassified,35.178,20,1.7589
2353275972,2353275970,unclassified,26.371,20,1.31855
2353275983,264275814,unclassified,6.541,20,0.32705
2353275983,264275806,residential,32.838,20,1.6419
2353286450,2353286454,unclassified,10.034,20,0.5017
2353286450,302969141,residential,78.317,20,3.91585
2353286454,2353245352,residential,36.494,20,1.8247
2353286454,2353286450,unclassified,10.034,20,0.5017
2353286460,2353286465,residential,7.995,20,0.39975
2353286460,1213228341,residential,120.527,20,6.02635
2353286465,2353286460,residential,7.995,20,0.39975
2353286465,302971737,residential,45.243,20,2.26215
2353286477,1213228311,residential,7.926,20,0.3963
2353286477,2353286465,residential,80.614,20,4.0307
2357224264,2436665974,secondary,25.821,40,0.645525
2357224264,423375676,secondary,511.312,40,12.7828
2357224273,1915301418,secondary,45.391,40,1.134775
2357224273,2436666014,secondary,31.673,40,0.791825
2361396905,633191575,unclassified,23.339,20,1.16695
2361396910,2361396914,unclassified,6.884,20,0.3442
2361396910,2361396905,residential,14.775,20,0.73875
2361396914,642423271,unclassified,33.514,20,1.6757
2361396967,331110980,residential,32.765,20,1.63825
2361396967,2361396977,residential,28.501,20,1.42505
2361396977,2181449834,residential,60.502,20,3.0251
2361397027,1768537850,residential,32.868,20,1.6434
2361397045,2361397069,residential,22.778,20,1.1389
2361397045,331110499,unclassified,74.022,20,3.7011
2361397049,331109290,residential,48.383,20,2.41915
2361397049,3291461816,residential,23.732,20,1.1866
2361397050,4992653292,residential,506.517,20,25.32585
2361397050,2361397027,residential,47.121,20,2.35605
2361397067,2361397027,residential,43.414,20,2.1707
2361397067,2361397050,residential,20.075,20,1.00375
2361397069,2361397045,residential,22.778,20,1.1389
2361397069,331110311,unclassified,286.25,20,14.3125
2361397107,331355491,residential,34.869,20,1.74345
2361397107,2361397117,residential,42.513,20,2.12565
2361397114,2077413252,unclassified,149.077,20,7.45385
2361397114,2361397121,residential,25.318,20,1.2659
2361397117,331340244,residential,79.296,20,3.9648
2361397117,2361397107,residential,33.037,20,1.65185
2361397121,331365024,unclassified,106.853,20,5.34265
2361397121,2361397114,residential,25.318,20,1.2659
2361397121,2361397132,residential,96.371,20,4.81855
2361397132,2361397121,residential,96.371,20,4.81855
2361397141,331340321,residential,109.806,20,5.4903
2361397269,748830361,residential,249.905,20,12.49525
2361397269,331357747,residential,238.391,20,11.91955
2362943944,315303594,secondary,17.175,40,0.429375
2362943944,315311839,residential,49.02,20,2.451
2362943944,308996583,secondary,378.77,40,9.46925
2364481958,424341118,tertiary,203.673,30,6.7891
2364481959,2364481958,residential,21.859,20,1.09295
2364481959,329684818,residential,96.97,20,4.8485
2366203625,510122904,secondary,82.716,40,2.0679
2366203625,2366203658,secondary,26.375,40,0.659375
2366203628,2366203625,secondary,8.786,40,0.21965
2366203651,2366203628,secondary,21.981,40,0.549525
2366203651,728740330,residential,21.224,20,1.0612
2366203656,2366203651,secondary,8.793,40,0.219825
2366203658,2366203676,secondary,17.573,40,0.439325
2366203669,2427280915,secondary,4.404,40,0.1101
2366203676,728740150,secondary,28.127,40,0.703175
2366203676,2366203669,secondary,21.974,40,0.54935
2366297447,299843356,residential,136.512,20,6.8256
2366297447,2366297447,residential,72.898,20,3.6449
2366981079,298920969,unclassified,72.271,20,3.61355
2366981079,5409578609,unclassified,611.197,20,30.55985
2366981079,9014434798,unclassified,40.487,20,2.02435
2366981264,309030769,residential,152.55,20,7.6275
2366981308,2366981310,unclassified,19.491,20,0.97455
2366981308,298923896,residential,60.708,20,3.0354
2366981310,2366981308,unclassified,19.491,20,0.97455
2366981310,298923935,residential,55.514,20,2.7757
2366981311,1832053167,unclassified,30.09,20,1.5045
2366981311,298923935,unclassified,97.625,20,4.88125
2366981320,298921071,residential,192.986,20,9.6493
2367028097,259729375,tertiary,67.967,30,2.265566667
2367028097,2367028098,unclassified,10.588,20,0.5294
2367028098,2367028100,tertiary,50.403,30,1.6801
2367028098,2367028097,unclassified,10.588,20,0.5294
2367028099,2367028097,tertiary,49.975,30,1.665833333
2367028099,2367028100,unclassified,10.15,20,0.5075
2367028100,370450343,tertiary,61.221,30,2.0407
2367028100,2367028099,unclassified,10.15,20,0.5075
2367028111,2367028113,unclassified,10.019,20,0.50095
2367028111,387777723,residential,65.087,20,3.25435
2367028113,2367028115,residential,24.306,20,1.2153
2367028113,2367028111,unclassified,10.019,20,0.50095
2367028114,2367028115,unclassified,10.109,20,0.50545
2367028114,2367028111,residential,23.72,20,1.186
2367028115,2367028114,unclassified,10.109,20,0.50545
2367028115,2399657360,residential,20.966,20,1.0483
2367160468,1731915886,unclassified,76.849,20,3.84245
2367160469,899479996,tertiary,43.293,30,1.4431
2367160474,1780126481,unclassified,17.262,20,0.8631
2367380373,2367380374,residential,9.04,20,0.452
2367380373,1245515309,residential,196.259,20,9.81295
2367380374,4988831733,residential,57.734,20,2.8867
2367380416,2367380417,unclassified,5.417,20,0.27085
2367380416,1341623057,residential,39.942,20,1.9971
2367380417,2367380416,unclassified,5.417,20,0.27085
2367380417,1341623020,residential,37.728,20,1.8864
2367380453,307881723,residential,114.712,20,5.7356
2368216828,2368216831,residential,13.535,20,0.67675
2368216828,2368216837,residential,34.917,20,1.74585
2368216828,302967997,residential,45.917,20,2.29585
2368216831,2368216828,residential,13.535,20,0.67675
2368216831,1339459437,residential,190.666,20,9.5333
2368216831,2368216851,residential,62.95,20,3.1475
2368216837,2368216828,residential,34.917,20,1.74585
2368216851,2368216831,residential,62.95,20,3.1475
2368216941,2368216944,residential,41.853,20,2.09265
2368216944,2368216941,residential,41.853,20,2.09265
2368216944,248837230,residential,350.198,20,17.5099
2368216944,302972858,residential,277.747,20,13.88735
2368279796,1418444296,residential,104.664,20,5.2332
2368279796,314416583,unclassified,10.051,20,0.50255
2368279798,2368279799,unclassified,8.098,20,0.4049
2368279798,1418444294,residential,298.915,20,14.94575
2368279799,2368279798,unclassified,8.098,20,0.4049
2368279799,305091863,residential,74.253,20,3.71265
2368279814,398710504,residential,34.663,20,1.73315
2368279814,1617101353,residential,26.151,20,1.30755
2368279831,398710497,residential,15.02,20,0.751
2368279831,2368279839,residential,23.705,20,1.18525
2368279839,3972069169,residential,17.996,20,0.8998
2368279839,2368279831,residential,14.23,20,0.7115
2368279842,302980448,unclassified,17.382,20,0.8691
2368279842,302975784,residential,94.654,20,4.7327
2368279849,1109783510,unclassified,14.593,20,0.72965
2368279849,302976494,residential,38.682,20,1.9341
2368279870,2368279871,unclassified,11.18,20,0.559
2368279870,298922083,tertiary,98.267,30,3.275566667
2368279871,2368279870,unclassified,11.18,20,0.559
2368279871,1213228520,tertiary,387.37,30,12.91233333
2368279874,257570674,secondary,331.226,40,8.28065
2368279877,302977270,secondary,34.311,40,0.857775
2368279877,2368279874,unclassified,12.884,20,0.6442
2382134529,300123602,residential,100.194,20,5.0097
2382134532,2382134533,residential,51.583,20,2.57915
2382134533,300123602,residential,58.668,20,2.9334
2382134533,300123415,residential,58.057,20,2.90285
2382134533,2382134532,residential,51.583,20,2.57915
2382134533,2382134534,residential,30.69,20,1.5345
2382134534,2382134533,residential,30.69,20,1.5345
2382134536,300123297,tertiary,163.174,30,5.439133333
2382134536,294170299,tertiary,368.796,30,12.2932
2382134536,300125885,residential,110.299,20,5.51495
2382679085,929918828,secondary,13.123,40,0.328075
2382679085,8371915090,secondary,29.118,40,0.72795
2384689793,309560578,tertiary,15.106,30,0.503533333
2384689793,309560540,tertiary,188.884,30,6.296133333
2384689793,259036885,residential,300.546,20,15.0273
2386440475,307486341,residential,231.473,20,11.57365
2386440484,307486170,residential,24.595,20,1.22975
2386440488,2386440492,unclassified,217.392,20,10.8696
2386440492,307486174,secondary,152.823,40,3.820575
2386440492,262113531,secondary,592.595,40,14.814875
2386440492,2386440488,unclassified,217.392,20,10.8696
2386440503,262113391,secondary,5.221,40,0.130525
2386440503,262113311,secondary,466.893,40,11.672325
2386440503,365298321,residential,17.283,20,0.86415
2386440511,2386440515,residential,48.144,20,2.4072
2386440511,307453892,residential,51.888,20,2.5944
2386440511,307453641,residential,289.283,20,14.46415
2386440513,1986539496,residential,74.222,20,3.7111
2386440515,2386440511,residential,48.144,20,2.4072
2386440515,307455037,residential,204.365,20,10.21825
2386440558,306710335,residential,154.131,20,7.70655
2390147882,1406123303,residential,92.666,20,4.6333
2390147882,1406123295,residential,165.361,20,8.26805
2390147882,1406123296,residential,69.057,20,3.45285
2390147882,1406123304,residential,67.867,20,3.39335
2390147884,1106291788,tertiary,33.256,30,1.108533333
