u,v,highway,length,speed_limit,time
308433920,308433257,tertiary,33.585,30,1.1195
308433920,308433203,tertiary,18.3,30,0.61
308433920,308433933,residential,339.275,20,16.96375
308433933,308433920,residential,339.275,20,16.96375
308433951,308433257,tertiary,9.483,30,0.3161
308433951,308433982,tertiary,53.221,30,1.774033333
308433951,308433975,residential,100.581,20,5.02905
308433975,308433951,residential,100.581,20,5.02905
308433982,308433309,tertiary,17.85,30,0.595
308433982,308433951,tertiary,53.221,30,1.774033333
308433982,308434035,residential,301.151,20,15.05755
308434035,308433982,residential,301.151,20,15.05755
308434040,308433480,tertiary,39.464,30,1.315466667
308434040,308433339,tertiary,20.03,30,0.667666667
308434040,308434063,residential,108.854,20,5.4427
308434063,308434065,residential,152.848,20,7.6424
308434063,308434040,residential,108.854,20,5.4427
308434063,2176100614,residential,164.161,20,8.20805
308434065,308434063,residential,152.848,20,7.6424
308434068,2074834802,tertiary,26.086,30,0.869533333
308434068,308433573,tertiary,29.169,30,0.9723
308434068,308434081,residential,174.799,20,8.73995
308434081,308434068,residential,174.799,20,8.73995
308434112,2074834802,tertiary,70.191,30,2.3397
308434112,308434136,residential,99.938,20,4.9969
308434112,308430596,tertiary,59.164,30,1.972133333
308434136,308434112,residential,99.938,20,4.9969
308434160,308430746,tertiary,9.51,30,0.317
308434160,308434175,residential,103.415,20,5.17075
308434160,308430596,tertiary,92.013,30,3.0671
308434175,308434160,residential,103.415,20,5.17075
308434243,308430944,tertiary,69.895,30,2.329833333
308434243,308430746,tertiary,93.436,30,3.114533333
308434243,308434264,residential,30.393,20,1.51965
308434264,2606846814,residential,22.87,20,1.1435
308434264,2717921450,residential,81.283,20,4.06415
308434264,308434243,residential,30.393,20,1.51965
308434267,2717921450,residential,45.132,20,2.2566
308434394,310711854,tertiary,39.984,30,1.3328
308434394,310711684,tertiary,5.299,30,0.176633333
308434394,2606846814,residential,808.139,20,40.40695
308434469,308434479,residential,107.001,20,5.35005
308434469,308434492,tertiary,47.893,30,1.596433333
308434469,1807305032,tertiary,125.089,30,4.169633333
308434479,308434469,residential,107.001,20,5.35005
308434492,308434501,residential,54.335,20,2.71675
308434492,308434532,tertiary,14.779,30,0.492633333
308434492,308434469,tertiary,47.893,30,1.596433333
308434501,308434492,residential,54.335,20,2.71675
308434532,308434542,residential,197.55,20,9.8775
308434532,308434560,tertiary,80.74,30,2.691333333
308434532,308434492,tertiary,14.779,30,0.492633333
308434542,308434532,residential,197.55,20,9.8775
308434560,308434711,residential,94.199,20,4.70995
308434560,308434584,tertiary,57.92,30,1.930666667
308434560,308434532,tertiary,80.74,30,2.691333333
308434573,308434711,residential,104.03,20,5.2015
308434584,308434721,residential,86.18,20,4.309
308434584,308434560,tertiary,57.92,30,1.930666667
308434584,308430953,tertiary,58.235,30,1.941166667
308434593,308434721,residential,111.982,20,5.5991
308434705,308434846,residential,27.296,20,1.3648
308434711,308434573,residential,104.03,20,5.2015
308434711,308434560,residential,94.199,20,4.70995
308434711,308434721,residential,58.634,20,2.9317
308434721,308434593,residential,111.982,20,5.5991
308434721,308434584,residential,86.18,20,4.309
308434721,308434845,residential,58.143,20,2.90715
308434721,308434711,residential,58.634,20,2.9317
308434734,308434845,residential,71.124,20,3.5562
308434845,308434734,residential,71.124,20,3.5562
308434845,308430953,residential,78.034,20,3.9017
308434845,308434846,residential,57.352,20,2.8676
308434845,308434721,residential,58.143,20,2.90715
308434846,308434705,residential,27.296,20,1.3648
308434846,308430955,residential,89.742,20,4.4871
308434846,308434868,residential,57.39,20,2.8695
308434846,308434845,residential,57.352,20,2.8676
308434868,308434846,residential,57.39,20,2.8695
308434868,308434895,residential,105.515,20,5.27575
308434868,308430958,residential,162.25,20,8.1125
308434895,308434868,residential,105.515,20,5.27575
308434895,308430958,tertiary,58.184,30,1.939466667
308434895,308430955,tertiary,56.466,30,1.8822
308434991,9694870514,tertiary,13.714,30,0.457133333
308434991,1420962733,residential,51.645,20,2.58225
308434991,308435626,tertiary,130.248,30,4.3416
308435030,1420962733,residential,211.615,20,10.58075
308435043,2092372234,residential,52.66,20,2.633
308435043,308435626,tertiary,26.942,30,0.898066667
308435043,308435669,tertiary,30.629,30,1.020966667
308435055,2092372234,residential,69.051,20,3.45255
308435055,308435184,residential,713.899,20,35.69495
308435055,308435158,residential,88.85,20,4.4425
308435158,308435055,residential,88.85,20,4.4425
308435184,308435055,residential,713.899,20,35.69495
308435184,2064903341,residential,243.307,20,12.16535
308435184,308431057,tertiary,252.137,30,8.404566667
308435184,308430979,tertiary,111.502,30,3.716733333
308435282,308435327,residential,65.084,20,3.2542
308435282,308435286,residential,71.863,20,3.59315
308435282,4730535030,residential,114.871,20,5.74355
308435286,308435282,residential,71.863,20,3.59315
308435327,308435282,residential,65.084,20,3.2542
308435498,308435504,residential,179.786,20,8.9893
308435498,9702252832,residential,463.946,20,23.1973
308435498,308435626,residential,203.413,20,10.17065
308435504,308435508,residential,134.677,20,6.73385
308435504,308435498,residential,179.786,20,8.9893
308435504,308435828,residential,103.581,20,5.17905
308435508,308435504,residential,134.677,20,6.73385
308435508,308435511,residential,69.673,20,3.48365
308435511,2092372238,residential,90.388,20,4.5194
308435511,308435513,residential,138.637,20,6.93185
308435513,308431074,residential,26.414,20,1.3207
308435595,308436903,residential,40.625,20,2.03125
308435595,310946856,residential,47.688,20,2.3844
308435595,308437260,residential,692.691,20,34.63455
308435626,308435043,tertiary,26.942,30,0.898066667
308435626,308435498,residential,203.413,20,10.17065
308435626,308434991,tertiary,130.248,30,4.3416
308435669,308435690,residential,111.035,20,5.55175
308435669,308435852,tertiary,59.297,30,1.976566667
308435669,308435043,tertiary,30.629,30,1.020966667
308435690,308435691,residential,72.229,20,3.61145
308435690,308435669,residential,111.035,20,5.55175
308435690,308435851,residential,56.259,20,2.81295
308435691,308435690,residential,72.229,20,3.61145
308435729,308435771,residential,58.985,20,2.94925
308435729,308435757,residential,75.578,20,3.7789
308435729,308435756,residential,72.635,20,3.63175
308435756,308435729,residential,72.635,20,3.63175
308435757,308435729,residential,75.578,20,3.7789
308435757,308430971,tertiary,23.195,30,0.773166667
308435757,308430967,tertiary,62.804,30,2.093466667
308435771,308435729,residential,58.985,20,2.94925
308435771,308435828,residential,57.398,20,2.8699
308435771,308430967,residential,91.383,20,4.56915
308435771,308435794,residential,64.024,20,3.2012
308435794,308435771,residential,64.024,20,3.2012
308435828,308435771,residential,57.398,20,2.8699
308435828,308435851,residential,59.219,20,2.96095
308435828,308430965,residential,103.393,20,5.16965
308435828,308435504,residential,103.581,20,5.17905
308435850,308435851,residential,78.144,20,3.9072
308435851,308435828,residential,59.219,20,2.96095
308435851,308435690,residential,56.259,20,2.81295
308435851,308435852,residential,107.833,20,5.39165
308435851,308435850,residential,78.144,20,3.9072
308435852,308435851,residential,107.833,20,5.39165
308435852,308430965,tertiary,56.455,30,1.881833333
308435852,308435669,tertiary,59.297,30,1.976566667
308436309,310703311,residential,80.961,20,4.04805
308436309,6388605330,tertiary,336.955,30,11.23183333
308436309,663073380,tertiary,229.039,30,7.634633333
308436327,310703141,residential,14.843,20,0.74215
308436327,2064009163,tertiary,75.762,30,2.5254
308436327,310703273,tertiary,66.775,30,2.225833333
308436339,310710747,tertiary,31.66,30,1.055333333
308436339,2173859652,residential,179.354,20,8.9677
308436339,310711019,tertiary,28.426,30,0.947533333
308436341,2069800239,residential,391.531,20,19.57655
308436341,310700565,tertiary,48.514,30,1.617133333
308436341,310700587,tertiary,67.905,30,2.2635
308436347,310695988,tertiary,41.737,30,1.391233333
308436347,2133571378,tertiary,32.762,30,1.092066667
308436347,5530825035,residential,127.532,20,6.3766
308436353,310695913,tertiary,2.938,30,0.097933333
308436353,310695856,tertiary,53.34,30,1.778
308436549,310694904,secondary,86.282,40,2.15705
308436549,310696059,secondary,165.114,40,4.12785
308436549,310695803,tertiary,128.03,30,4.267666667
308436903,310946774,residential,22.634,20,1.1317
308436903,308435595,residential,40.625,20,2.03125
308436907,310946774,residential,201.45,20,10.0725
308436907,308437106,residential,70.996,20,3.5498
308436907,308437102,residential,100.372,20,5.0186
308437100,310946791,residential,35.475,20,1.77375
308437100,2208333996,residential,25.383,20,1.26915
308437100,1770873897,residential,110.255,20,5.51275
308437101,308437102,residential,57.957,20,2.89785
308437101,308437102,residential,359.45,20,17.9725
308437101,2210511448,residential,48.139,20,2.40695
308437102,308437101,residential,57.957,20,2.89785
308437102,308437101,residential,359.45,20,17.9725
308437102,308436907,residential,100.372,20,5.0186
308437106,310946865,residential,57.837,20,2.89185
308437106,308437107,residential,59.677,20,2.98385
308437106,310946866,residential,131.942,20,6.5971
308437106,308436907,residential,70.996,20,3.5498
308437107,310946900,residential,83.589,20,4.17945
308437107,310946901,residential,110.307,20,5.51535
308437107,308437108,residential,64.865,20,3.24325
308437107,308437106,residential,59.677,20,2.98385
308437108,308437107,residential,64.865,20,3.24325
308437108,308437110,residential,46.578,20,2.3289
308437108,308437110,residential,321.842,20,16.0921
308437108,6392323268,residential,145.876,20,7.2938
308437110,308437108,residential,46.578,20,2.3289
308437110,308437108,residential,321.842,20,16.0921
308437110,2073378017,residential,226.301,20,11.31505
308437260,308435595,residential,692.691,20,34.63455
308437725,308437730,residential,173.659,20,8.68295
308437725,308431074,residential,262.84,20,13.142
308437725,308438026,residential,151.954,20,7.5977
308437730,308438026,residential,206.089,20,10.30445
308437730,308438009,residential,265.883,20,13.29415
308437730,308437725,residential,173.659,20,8.68295
308437740,1383427364,residential,14.676,20,0.7338
308437740,308431055,tertiary,315.158,30,10.50526667
308437740,262485493,tertiary,40.223,30,1.340766667
308438009,1383427364,residential,314.907,20,15.74535
308438009,308437730,residential,265.883,20,13.29415
308438009,308438026,residential,53.888,20,2.6944
308438026,308437730,residential,206.089,20,10.30445
308438026,308437725,residential,151.954,20,7.5977
308438026,308438009,residential,53.888,20,2.6944
308528777,250554016,residential,26.144,20,1.3072
308528777,83656611,residential,105.692,20,5.2846
308541698,259218218,trunk_link,180.412,30,6.013733333
308541698,308542205,trunk_link,203.534,30,6.784466667
308542205,247834764,trunk,44.841,60,0.74735
308545537,308545741,tertiary,7.954,30,0.265133333
308545537,294005184,tertiary,98.72,30,3.290666667
308545537,1821439307,secondary,20.642,40,0.51605
308545552,308545537,tertiary,22.653,30,0.7551
308545552,1821439307,tertiary_link,20.926,30,0.697533333
308545741,308545537,tertiary,7.954,30,0.265133333
308545741,638797294,tertiary,359.015,30,11.96716667
308545741,259607699,secondary,94.621,40,2.365525
308549193,1227744620,tertiary,35.16,30,1.172
308549193,296391630,secondary,20.438,40,0.51095
308549322,308549419,tertiary,27.723,30,0.9241
308549322,413740991,secondary,41.507,40,1.037675
308549419,308549193,secondary,14.449,40,0.361225
308582311,2179073993,residential,181.966,20,9.0983
308582311,4401373588,tertiary,224.506,30,7.483533333
308582311,306875832,tertiary,327.507,30,10.9169
308582317,626942175,residential,129.713,20,6.48565
308582317,308582318,tertiary,92.837,30,3.094566667
308582317,4401373588,tertiary,166.175,30,5.539166667
308582318,626942179,residential,118.429,20,5.92145
308582318,626942153,tertiary,77.004,30,2.5668
308582318,308582317,tertiary,92.837,30,3.094566667
308582341,1718006450,unclassified,109.982,20,5.4991
308582341,7517616789,tertiary,2171.481,30,72.3827
308604370,308615068,residential,29.735,20,1.48675
308604370,302019787,tertiary,137.615,30,4.587166667
308604370,302019793,tertiary,126.4,30,4.213333333
308606229,308606230,residential,70.459,20,3.52295
308606230,308606229,residential,70.459,20,3.52295
308606230,308606938,residential,151.891,20,7.59455
308606230,308619791,residential,87.267,20,4.36335
308606231,308621608,residential,17.452,20,0.8726
308606231,302018864,residential,70.043,20,3.50215
308606934,308606935,residential,16.523,20,0.82615
308606935,308606934,residential,16.523,20,0.82615
308606935,308619791,residential,150.101,20,7.50505
308606935,308606938,residential,107.364,20,5.3682
308606938,308609611,residential,39.291,20,1.96455
308606938,308609411,residential,99.142,20,4.9571
308606938,308606935,residential,107.364,20,5.3682
308609411,308606231,residential,54.303,20,2.71515
308609411,1809938205,residential,38.442,20,1.9221
308609411,4297024329,residential,304.935,20,15.24675
308609609,308609611,residential,46.706,20,2.3353
308609611,308610724,residential,41.044,20,2.0522
308609611,308606938,residential,39.291,20,1.96455
308609611,308609609,residential,46.706,20,2.3353
308609611,308609616,residential,67.194,20,3.3597
308609616,308609611,residential,67.194,20,3.3597
308610721,308610724,residential,52.743,20,2.63715
308610724,5038424165,residential,39.285,20,1.96425
308610724,308609611,residential,41.044,20,2.0522
308610724,308610728,residential,150.53,20,7.5265
308610724,308610721,residential,52.743,20,2.63715
308610728,308621103,residential,41.211,20,2.06055
308610728,308610731,residential,47.603,20,2.38015
308610728,308610724,residential,150.53,20,7.5265
308610731,308610728,residential,47.603,20,2.38015
308611105,308610728,residential,38.379,20,1.91895
308611105,308611107,residential,42.963,20,2.14815
308611105,308611311,residential,48.517,20,2.42585
308611107,308611105,residential,42.963,20,2.14815
308611311,308611105,residential,48.517,20,2.42585
308613146,308613147,residential,48.139,20,2.40695
308613147,308613194,residential,37.928,20,1.8964
308613147,5038424165,residential,40.855,20,2.04275
308613147,308613150,residential,150.62,20,7.531
308613147,308613146,residential,48.139,20,2.40695
308613150,308611105,residential,41.36,20,2.068
308613150,308613153,residential,44.634,20,2.2317
308613150,308613147,residential,150.62,20,7.531
308613153,308613150,residential,44.634,20,2.2317
308613194,4297024330,residential,41.432,20,2.0716
308613194,308613147,residential,37.928,20,1.8964
308613194,308613715,residential,150.172,20,7.5086
308613715,308613150,residential,38.741,20,1.93705
308613715,308613716,residential,41.845,20,2.09225
308613715,308613194,residential,150.172,20,7.5086
308613716,308613715,residential,41.845,20,2.09225
308615068,308613715,residential,40.526,20,2.0263
308615068,1783324307,residential,46.465,20,2.32325
308615767,612588349,tertiary,201.903,30,6.7301
308616199,1783329686,residential,45.868,20,2.2934
308616199,1783329651,residential,44.14,20,2.207
308616199,1783329680,residential,45.882,20,2.2941
308616202,1783329686,residential,48.044,20,2.4022
308616202,308617034,residential,23.881,20,1.19405
308616202,1783329683,residential,137.324,20,6.8662
308617034,308617035,residential,46.11,20,2.3055
308617034,1510345284,residential,23.684,20,1.1842
308617034,308616202,residential,23.881,20,1.19405
308617035,308617034,residential,46.11,20,2.3055
308619791,308619792,residential,109.442,20,5.4721
308619791,308606935,residential,150.101,20,7.50505
308619791,308620441,residential,49.157,20,2.45785
308619791,308606230,residential,87.267,20,4.36335
308619792,308619791,residential,109.442,20,5.4721
308620438,308620441,residential,95.44,20,4.772
308620441,308620438,residential,95.44,20,4.772
308620441,1783329683,residential,45.976,20,2.2988
308620441,308619791,residential,49.157,20,2.45785
308621099,308621103,residential,46.479,20,2.32395
308621103,308606230,residential,39.56,20,1.978
308621103,308621105,residential,47.628,20,2.3814
308621103,308621099,residential,46.479,20,2.32395
308621105,308621103,residential,47.628,20,2.3814
308621608,308606231,residential,17.452,20,0.8726
308621612,2174953452,residential,51.829,20,2.59145
308621612,2692624960,residential,140.669,20,7.03345
308621636,1783326561,residential,121.118,20,6.0559
308621636,2692625009,tertiary,143.146,30,4.771533333
308621636,302019793,tertiary,74.007,30,2.4669
308622093,308621612,residential,47.878,20,2.3939
308622093,308623537,residential,163.347,20,8.16735
308622093,1783326561,residential,107.262,20,5.3631
308623365,612588329,residential,91.394,20,4.5697
308623537,612588329,residential,242.906,20,12.1453
308623537,308622093,residential,163.347,20,8.16735
308623537,302018862,residential,93.338,20,4.6669
308625059,296268103,primary,47.187,50,0.94374
308625357,308625059,primary,116.305,50,2.3261
308625357,2692624992,tertiary,39.515,30,1.317166667
308651196,296268081,primary,120.692,50,2.41384
308651230,308651196,motorway_link,388.992,30,12.9664
308651230,314287838,motorway_link,304.419,30,10.1473
308675922,308675966,tertiary,66.268,30,2.208933333
308675922,245919402,primary,861.518,50,17.23036
308675966,308625357,primary,19.834,50,0.39668
308676140,308677552,residential,161.06,20,8.053
308676142,308677553,residential,79.116,20,3.9558
308676142,308677552,residential,140.855,20,7.04275
308676193,1430580813,tertiary,15.706,30,0.523533333
308676193,308677568,residential,78.53,20,3.9265
308676193,308676254,tertiary,49.929,30,1.6643
308676201,308677737,residential,149.178,20,7.4589
308676203,308677553,residential,214.281,20,10.71405
308676253,308677554,residential,185.662,20,9.2831
308676254,308676384,tertiary,59.086,30,1.969533333
308676254,308676193,tertiary,49.929,30,1.6643
308676383,7184877237,residential,166.761,20,8.33805
308676384,308676454,tertiary,60.952,30,2.031733333
308676384,308676254,tertiary,59.086,30,1.969533333
308676453,308677556,residential,145.746,20,7.2873
308676454,302019805,tertiary,57.634,30,1.921133333
308676454,308676384,tertiary,60.952,30,2.031733333
308676528,308677557,residential,151.773,20,7.58865
308676640,308676641,residential,135.815,20,6.79075
308676641,308676819,residential,54.711,20,2.73555
308676641,308677557,residential,69.696,20,3.4848
308676641,308676640,residential,135.815,20,6.79075
308676788,308676865,tertiary,58.848,30,1.9616
308676788,308677794,tertiary,114.451,30,3.815033333
308676790,308678256,residential,61.609,20,3.08045
308676790,308678191,residential,57.572,20,2.8786
308676790,308677706,residential,100.042,20,5.0021
308676817,308676819,residential,135.519,20,6.77595
308676819,308676817,residential,135.519,20,6.77595
308676819,308677558,residential,57.394,20,2.8697
308676819,308676641,residential,54.711,20,2.73555
308676819,308676788,residential,107.507,20,5.37535
308676864,308677558,residential,127.216,20,6.3608
308676865,308676917,tertiary,46.55,30,1.551666667
308676865,308677558,residential,107.08,20,5.354
308676865,308676788,tertiary,58.848,30,1.9616
308676917,308678329,tertiary,70.813,30,2.360433333
308676917,308676865,tertiary,46.55,30,1.551666667
308677102,308677559,residential,113.42,20,5.671
308677118,308677561,residential,122.34,20,6.117
308677119,308678329,tertiary,26.908,30,0.896933333
308677119,308677561,residential,116.773,20,5.83865
308677119,308677128,tertiary,59.707,30,1.990233333
308677127,308677562,residential,120.19,20,6.0095
308677128,302019807,tertiary,13.962,30,0.4654
308677128,308677119,tertiary,59.707,30,1.990233333
308677134,308678539,tertiary,43.164,30,1.4388
308677134,302019807,tertiary,17.7,30,0.59
308677134,308679533,residential,58.036,20,2.9018
308677550,308677552,residential,153.408,20,7.6704
308677552,308676140,residential,161.06,20,8.053
308677552,308677553,residential,59.777,20,2.98885
308677552,308677550,residential,153.408,20,7.6704
308677553,308676203,residential,214.281,20,10.71405
308677553,308677554,residential,60.044,20,3.0022
308677553,308677552,residential,59.777,20,2.98885
308677554,308676254,residential,111.88,20,5.594
308677554,7184877237,residential,60.117,20,3.00585
308677554,308677553,residential,60.044,20,3.0022
308677554,308676253,residential,185.662,20,9.2831
308677556,308677557,residential,58.124,20,2.9062
308677556,7184877237,residential,61.869,20,3.09345
308677556,308676453,residential,145.746,20,7.2873
308677556,308676454,residential,108.635,20,5.43175
308677557,308676641,residential,69.696,20,3.4848
308677557,308677556,residential,58.124,20,2.9062
308677557,308676528,residential,151.773,20,7.58865
308677558,308676864,residential,127.216,20,6.3608
308677558,308677559,residential,46.943,20,2.34715
308677558,308676819,residential,57.394,20,2.8697
308677559,308677102,residential,113.42,20,5.671
308677559,308677558,residential,46.943,20,2.34715
308677559,308676917,residential,106.622,20,5.3311
308677559,308677561,residential,75.98,20,3.799
308677561,308677118,residential,122.34,20,6.117
308677561,308677562,residential,56.886,20,2.8443
308677561,308677559,residential,75.98,20,3.799
308677562,308677127,residential,120.19,20,6.0095
308677562,308677563,residential,33.116,20,1.6558
308677562,308677561,residential,56.886,20,2.8443
308677562,308677128,residential,129.786,20,6.4893
308677563,308677562,residential,33.116,20,1.6558
308677563,308679509,residential,116.819,20,5.84095
308677563,308677565,residential,94.835,20,4.74175
308677565,308679348,tertiary,51.715,30,1.723833333
308677565,308679596,tertiary,18.211,30,0.607033333
308677565,308677563,residential,94.835,20,4.74175
308677568,308678064,residential,127.991,20,6.39955
308677568,308678026,residential,107.751,20,5.38755
308677568,308676193,residential,78.53,20,3.9265
308677706,308678229,residential,61.712,20,3.0856
308677706,308678155,residential,55.13,20,2.7565
308677706,308676790,residential,100.042,20,5.0021
308677706,308676788,residential,62.797,20,3.13985
308677707,308677708,residential,92.362,20,4.6181
308677707,308678257,residential,43.489,20,2.17445
308677707,308678329,residential,63.687,20,3.18435
308677708,308677707,residential,92.362,20,4.6181
308677708,2223651487,residential,72.803,20,3.64015
308677708,302019807,residential,95.866,20,4.7933
308677737,308676201,residential,149.178,20,7.4589
308677737,2223651487,residential,52.407,20,2.62035
308677737,308678290,residential,93.264,20,4.6632
308677794,302019805,tertiary,10.088,30,0.336266667
308677794,308677823,residential,62.093,20,3.10465
308677794,308676788,tertiary,114.451,30,3.815033333
308677823,308678155,residential,58.081,20,2.90405
308677823,308678026,residential,59.006,20,2.9503
308677823,308677899,residential,72.008,20,3.6004
308677899,308677823,residential,72.008,20,3.6004
308677899,308678191,residential,59.201,20,2.96005
308677899,308678064,residential,57.806,20,2.8903
308678026,308677823,residential,59.006,20,2.9503
308678026,308677568,residential,107.751,20,5.38755
308678026,308678064,residential,69.439,20,3.47195
308678064,308677568,residential,127.991,20,6.39955
308678064,308678026,residential,69.439,20,3.47195
308678064,308677899,residential,57.806,20,2.8903
308678155,308677706,residential,55.13,20,2.7565
308678155,308677823,residential,58.081,20,2.90405
308678155,308678191,residential,82.709,20,4.13545
308678191,308676790,residential,57.572,20,2.8786
308678191,308678155,residential,82.709,20,4.13545
308678191,308677899,residential,59.201,20,2.96005
308678229,308678257,residential,51.735,20,2.58675
308678229,308677706,residential,61.712,20,3.0856
308678229,308678256,residential,116.886,20,5.8443
308678256,308678290,residential,52.817,20,2.64085
308678256,308676790,residential,61.609,20,3.08045
308678256,308678229,residential,116.886,20,5.8443
308678257,308677707,residential,43.489,20,2.17445
308678257,308678229,residential,51.735,20,2.58675
308678257,308678290,residential,130.992,20,6.5496
308678290,308678256,residential,52.817,20,2.64085
308678290,308678257,residential,130.992,20,6.5496
308678290,308677737,residential,93.264,20,4.6632
308678329,308677119,tertiary,26.908,30,0.896933333
308678329,308676917,tertiary,70.813,30,2.360433333
308678329,308677707,residential,63.687,20,3.18435
308678539,308677134,tertiary,43.164,30,1.4388
308678539,308678555,residential,117.121,20,5.85605
308678539,308678796,tertiary,27.28,30,0.909333333
308678555,308678539,residential,117.121,20,5.85605
308678582,302019811,residential,136.258,20,6.8129
308678605,302019809,tertiary,15.822,30,0.5274
308678605,308678796,tertiary,36.558,30,1.2186
308678605,308678678,residential,134.966,20,6.7483
308678678,308678605,residential,134.966,20,6.7483
308678796,308679582,tertiary,57.658,30,1.921933333
308678796,308678605,tertiary,36.558,30,1.2186
308678796,308678539,tertiary,27.28,30,0.909333333
308679261,4231959084,tertiary,41.894,30,1.396466667
308679261,919555614,tertiary,27.908,30,0.930266667
308679264,308679278,tertiary,707.017,30,23.56723333
308679264,919555670,tertiary,41.595,30,1.3865
308679278,2144269976,tertiary,26.169,30,0.8723
308679278,308679264,tertiary,707.017,30,23.56723333
308679282,2144269980,tertiary,18.229,30,0.607633333
308679282,308692562,tertiary,32.068,30,1.068933333
308679282,308679278,residential,30.052,20,1.5026
308679348,308679497,tertiary,166.368,30,5.5456
308679348,308677565,tertiary,51.715,30,1.723833333
308679348,308679449,residential,52.729,20,2.63645
308679449,308679450,residential,18.307,20,0.91535
308679449,308679348,residential,52.729,20,2.63645
308679449,308679529,residential,67.446,20,3.3723
308679450,308679449,residential,18.307,20,0.91535
308679483,308679508,residential,52.819,20,2.64095
308679483,308679497,residential,69.455,20,3.47275
308679483,308679501,residential,140.024,20,7.0012
308679497,308679348,tertiary,166.368,30,5.5456
308679497,308679498,residential,68.25,20,3.4125
308679497,308679483,residential,69.455,20,3.47275
308679497,919555559,tertiary,788.075,30,26.26916667
308679498,308679845,residential,46.459,20,2.32295
308679498,308679497,residential,68.25,20,3.4125
308679501,308679508,residential,64.184,20,3.2092
308679501,308679509,residential,48.626,20,2.4313
308679501,308679483,residential,140.024,20,7.0012
308679508,308679483,residential,52.819,20,2.64095
308679508,308679529,residential,48.22,20,2.411
308679508,308679501,residential,64.184,20,3.2092
308679509,308679529,residential,59.686,20,2.9843
308679509,308677563,residential,116.819,20,5.84095
308679509,308679501,residential,48.626,20,2.4313
308679529,308679508,residential,48.22,20,2.411
308679529,308679449,residential,67.446,20,3.3723
308679529,308679509,residential,59.686,20,2.9843
308679533,308679582,residential,80.242,20,4.0121
308679533,308677563,residential,77.989,20,3.89945
308679582,308678796,tertiary,57.658,30,1.921933333
308679582,308679533,residential,80.242,20,4.0121
308679582,308679596,tertiary,62.034,30,2.0678
308679596,308677565,tertiary,18.211,30,0.607033333
308679596,308679582,tertiary,62.034,30,2.0678
308679596,308680241,residential,243.351,20,12.16755
308679642,302019809,residential,71.131,20,3.55655
308679845,308679498,residential,46.459,20,2.32295
308679845,308680023,residential,167.583,20,8.37915
308679845,308680252,residential,303.735,20,15.18675
308680023,308679845,residential,167.583,20,8.37915
308680023,308680287,residential,59.267,20,2.96335
308680023,308681159,residential,11.559,20,0.57795
308680126,308680860,residential,56.618,20,2.8309
308680157,308693890,tertiary,7.256,30,0.241866667
308680157,2516643656,residential,102.702,20,5.1351
308680157,308681311,tertiary,130.358,30,4.345266667
308680241,308679498,residential,38.116,20,1.9058
308680252,308693890,tertiary,49.164,30,1.6388
308680252,308679845,residential,303.735,20,15.18675
308680252,308693903,tertiary,120.632,30,4.021066667
308680287,308680344,residential,32.387,20,1.61935
308680287,308680023,residential,59.267,20,2.96335
308680287,308680343,residential,130.253,20,6.51265
308680343,308680287,residential,130.253,20,6.51265
308680344,308680437,residential,49.321,20,2.46605
308680344,308680287,residential,32.387,20,1.61935
308680344,308680358,residential,131.457,20,6.57285
308680358,308680344,residential,131.457,20,6.57285
308680437,308680669,residential,44.403,20,2.22015
308680437,308680344,residential,49.321,20,2.46605
308680437,308680439,residential,125.434,20,6.2717
308680437,308681161,residential,151.026,20,7.5513
308680439,308680437,residential,125.434,20,6.2717
308680669,308680437,residential,44.403,20,2.22015
308680669,308680699,residential,124.214,20,6.2107
308680669,302019819,residential,114.21,20,5.7105
308680699,308680669,residential,124.214,20,6.2107
308680860,308680126,residential,56.618,20,2.8309
308680860,308681159,residential,81.771,20,4.08855
308680860,919555559,residential,198.278,20,9.9139
308681157,308681159,residential,124.713,20,6.23565
308681159,308680023,residential,11.559,20,0.57795
308681159,308681157,residential,124.713,20,6.23565
308681159,308680860,residential,81.771,20,4.08855
308681161,308680437,residential,151.026,20,7.5513
308681311,308694573,residential,136.95,20,6.8475
308681311,308680157,tertiary,130.358,30,4.345266667
308681311,308685978,tertiary,40.383,30,1.3461
308681365,309014781,residential,24.395,20,1.21975
308681365,308681499,residential,130.495,20,6.52475
308681499,309015841,residential,87.443,20,4.37215
308681499,309015843,residential,49.872,20,2.4936
308681499,308681365,residential,130.495,20,6.52475
308682096,300114417,secondary,97.708,40,2.4427
308682309,494487880,secondary_link,78.535,30,2.617833333
308682309,262559687,primary,532.425,50,10.6485
308682379,308682472,secondary_link,256.716,30,8.5572
308682379,308685393,secondary,185.768,40,4.6442
308682472,262559687,secondary_link,60.37,30,2.012333333
308683398,309016658,secondary_link,137.416,30,4.580533333
308683398,308685411,secondary,569.623,40,14.240575
308683408,329142092,primary,58.728,50,1.17456
308683408,309017788,secondary,50.214,40,1.25535
308684515,311882015,secondary_link,31.934,30,1.064466667
308684515,308685421,primary,547.791,50,10.95582
308685380,494487864,tertiary,425.553,30,14.1851
308685380,308685393,secondary_link,208.326,30,6.9442
308685393,1155039301,secondary_link,141.202,30,4.706733333
308685393,300103406,secondary,540.297,40,13.507425
308685407,311881951,residential,101.505,20,5.07525
308685407,308685411,secondary_link,48.587,30,1.619566667
308685411,311881936,secondary_link,134.676,30,4.4892
308685411,308682096,secondary,183.846,40,4.59615
